Sol,logS,logP,MP,InChI
-14.83,-1.033,0.46,170.0,"InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)"
-12.556575270508954,-2.427,0.77,120.0,"InChI=1S/C12H13NO4S/c1-9-11(18(15,16)8-7-17-9)12(14)13-10-5-3-2-4-6-10/h2-6H,7-8H2,1H3,(H,13,14)"
-14.722231845002398,-0.506,0.61,106.0,"InChI=1S/C7H12O4/c8-6(9)4-2-1-3-5-7(10)11/h1-5H2,(H,8,9)(H,10,11)"
-0.7376747712310101,-2.0,2.37,-34.0,InChI=1S/C6H4F2/c7-5-3-1-2-4-6(5)8/h1-4H
-2.4313101670669917,-0.603,0.83,-92.9375,"InChI=1S/C4H8O2/c1-2-3-6-4-5/h4H,2-3H2,1H3"
-0.6110526347833174,-1.7009999999999998,2.1,-110.0,"InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3"
-8.72,-2.972,3.57,68.5,"InChI=1S/C11H14O3/c1-2-3-8-14-11(13)9-4-6-10(12)7-5-9/h4-7,12H,2-3,8H2,1H3"
-8.955592344945586,-2.885,1.18,121.5,InChI=1S/C6H3N3O6/c10-7(11)4-1-5(8(12)13)3-6(2-4)9(14)15/h1-3H
-4.916931483987802,-2.492,2.37,51.6,"InChI=1S/C7H7NO2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3"
-6.9897482355327645,-2.5810000000000004,2.23,99.0,"InChI=1S/C10H13NO2/c1-7-4-8(2)6-9(5-7)13-10(12)11-3/h4-6H,1-3H3,(H,11,12)"
-11.18363072516972,-7.28,4.56,222.5,"InChI=1S/C14H6Cl2F4N2O2/c15-5-4-8(12(20)10(16)11(5)19)21-14(24)22-13(23)9-6(17)2-1-3-7(9)18/h1-4H,(H2,21,22,23,24)"
-7.737648880221037,1.065,-0.64,-43.3,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2
-6.354897588129375,-1.517,2.14,52.5,"InChI=1S/C8H7N/c1-2-4-8-7(3-1)5-6-9-8/h1-6,9H"
-3.926365718744591,-4.9239999999999995,4.85,15.0,"InChI=1S/C13H24N3O3PS/c1-6-16(7-2)13-14-11(5)10-12(15-13)19-20(21,17-8-3)18-9-4/h10H,6-9H2,1-5H3"
-3.3202542875184395,-0.7979999999999999,1.21,-43.0,"InChI=1S/C5H10O3/c1-3-7-5(6)8-4-2/h3-4H2,1-2H3"
-7.6515081282166335,-2.221,2.85,95.0,"InChI=1S/C10H8O/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7,11H"
-9.210703965324594,-0.8,-1.2,237.0,"InChI=1S/C5H6N2O2/c1-7-3-2-4(8)6-5(7)9/h2-3H,1H3,(H,6,8,9)"
0.7905432643549276,-3.515,4.0,-8.0,InChI=1S/C7H14/c1-2-4-6-7-5-3-1/h1-7H2
-8.596828859586108,-3.864,3.51,119.0,"InChI=1S/C10H19N5S/c1-6(2)11-8-13-9(12-7(3)4)15-10(14-8)16-5/h6-7H,1-5H3,(H2,11,12,13,14,15)"
-17.07734931856001,0.489,-1.64,153.0,"InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)"
0.6841267237672568,-2.0340000000000003,2.42,-145.9,"InChI=1S/C5H8/c1-4-5(2)3/h4H,1-2H2,3H3"
-4.508357691038247,-4.137,3.09,56.0,InChI=1S/C6H3Cl2NO2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H
