SMILES,InChI,LogS,LogVP,Sol,RB,MW
CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)[n]1cc[n]c1,"InChI=1S/C15H16Cl3N3O2/c1-2-4-20(15(22)21-5-3-19-10-21)6-7-23-14-12(17)8-11(16)9-13(14)18/h3,5,8-10H,2,4,6-7H2,1H3",-4.044,-5.9469,-8.406550731625897,6,375.030809792
COc1ccc(cc1)C(O)(C1CC1)c1c[n]c[n]c1,"InChI=1S/C15H16N2O2/c1-19-14-6-4-12(5-7-14)15(18,11-2-3-11)13-8-16-10-17-9-13/h4-11,18H,2-3H2,1H3",-2.596,-6.699,-11.403192888571189,4,256.121177752
CCCC1COC(C[n]2c[n]c[n]2)(O1)c1ccc(Cl)cc1Cl,"InChI=1S/C15H17Cl2N3O2/c1-2-3-12-7-21-15(22-12,8-20-10-18-9-19-20)13-5-4-11(16)6-14(13)17/h4-6,9-10,12H,2-3,7-8H2,1H3",-3.493,-6.3768,-9.742583771827542,5,341.06978214400004
CC(C)Oc1cc(c(Cl)cc1Cl)N1N=C(OC1=O)C(C)(C)C,"InChI=1S/C15H18Cl2N2O3/c1-8(2)21-12-7-11(9(16)6-10(12)17)19-14(20)22-13(18-19)15(3,4)5/h6-8H,1-5H3",-5.693,-6.9508,-7.527893463571986,3,344.06944779599996
"CC(C)(C)[C@@H](O)[C@@H](Cc1ccc(Cl)cc1)[n]1c[n]c[n]1 |o1:4,6|","InChI=1S/C15H20ClN3O/c1-15(2,3)14(20)13(19-10-17-9-18-19)8-11-4-6-12(16)7-5-11/h4-7,9-10,13-14,20H,8H2,1-3H3/t13-,14+/m1/s1",-3.924,-8.1249,-11.536537403440946,4,293.12948994000004
COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C,"InChI=1S/C15H21NO4/c1-10-7-6-8-11(2)14(10)16(13(17)9-19-4)12(3)15(18)20-5/h6-8,12H,9H2,1-5H3",-1.601,-4.9279,-10.346107311549584,5,279.147058152
Cc1cccc(CC)c1N(C(C)COC)C(=O)CCl,"InChI=1S/C15H22ClNO2/c1-5-13-8-6-7-11(2)15(13)17(14(18)9-16)12(3)10-19-4/h6-8,12H,5,9-10H2,1-4H3",-2.729,-4.5038,-8.23207236232237,6,283.13390662399996
CC(C)c1cc(c(c(c1)[N+]([O-])=O)N(CCC)CCC)[N+]([O-])=O,"InChI=1S/C15H23N3O4/c1-5-7-16(8-6-2)15-13(17(19)20)9-12(11(3)4)10-14(15)18(21)22/h9-11H,5-8H2,1-4H3",-6.49,-4.5229,-3.135424352198464,8,309.168856216
CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,"InChI=1S/C15H24NO4PS/c1-6-18-21(22,16-11(2)3)20-14-10-8-7-9-13(14)15(17)19-12(4)5/h7-12H,6H2,1-5H3,(H,16,22)",-4.194,-5.5229,-7.624735087752163,8,345.11636587799995
CCCCCCCCCCCCCCCO,"InChI=1S/C15H32O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16/h16H,2-15H2,1H3",-6.35,-4.4142,-3.178056459608304,13,228.24531564400002
c1ccc2c3c(cccc31)-c1ccccc1-2,InChI=1S/C16H10/c1-2-8-13-12(7-1)14-9-3-5-11-6-4-10-15(13)16(11)14/h1-10H,-5.891,-5.0353,-4.649204677287779,0,202.07825032
c1cc2cccc3ccc4cccc1c4c32,InChI=1S/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,-6.176,-5.3468,-4.685298953529337,0,202.07825032
CCN(Cc1c(F)cccc1Cl)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,"InChI=1S/C16H12ClF4N3O4/c1-2-22(8-10-11(17)4-3-5-12(10)18)15-13(23(25)26)6-9(16(19,20)21)7-14(15)24(27)28/h3-7H,2,8H2,1H3",-6.625,-6.6198,-5.807626637417761,6,421.0452464239999
OC(C[n]1c[n]c[n]1)(c1ccccc1F)c1ccc(F)cc1,"InChI=1S/C16H13F2N3O/c17-13-7-5-12(6-8-13)16(22,9-21-11-19-10-20-21)14-3-1-2-4-15(14)18/h1-8,10-11,22H,9H2",-3.365,-10.2733,-15.224146591984054,4,301.102668476
CCc1cc2cc3ccccc3cc2cc1,"InChI=1S/C16H14/c1-2-12-7-8-15-10-13-5-3-4-6-14(13)11-16(15)9-12/h3-11H,2H2,1H3",-6.886,-5.2807,-3.628213376507727,1,206.109550448
CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,"InChI=1S/C16H14Cl2O3/c1-2-21-15(19)16(20,11-3-7-13(17)8-4-11)12-5-9-14(18)10-6-12/h3-10,20H,2H2,1H3",-4.512,-5.6576,-7.375071660013392,4,324.03199966799997
COC(=O)C(C)Oc1ccc(cc1)Oc1ccc(Cl)cc1Cl,"InChI=1S/C16H14Cl2O4/c1-10(16(19)20-2)21-12-4-6-13(7-5-12)22-15-8-3-11(17)9-14(15)18/h3-10H,1-2H3",-3.834,-5.4559,-8.023815198649382,5,340.026914288
Cc1cc(ccc1)NC(=O)Oc1cc(ccc1)NC(=O)OC,"InChI=1S/C16H16N2O4/c1-11-5-3-6-12(9-11)18-16(20)22-14-8-4-7-13(10-14)17-15(19)21-2/h3-10H,1-2H3,(H,17,19)(H,18,20)",-4.779,-11.0,-14.288010891575663,3,300.111006992
CCOC(=O)Nc1cccc(c1)OC(=O)Nc1ccccc1,"InChI=1S/C16H16N2O4/c1-2-21-15(19)18-13-9-6-10-14(11-13)22-16(20)17-12-7-4-3-5-8-12/h3-11H,2H2,1H3,(H,17,20)(H,18,19)",-4.632,-8.5229,-11.114302473822727,4,300.111006992
CN(C)C(=O)C(c1ccccc1)c1ccccc1,"InChI=1S/C16H17NO/c1-17(2)16(18)15(13-9-5-3-6-10-13)14-11-7-4-8-12-14/h3-12,15H,1-2H3",-2.964,-7.5229,-12.024150644741983,3,239.131014164
CCN(CCO)c1ccc(cc1)N=Nc1ccc(cc1)[N+]([O-])=O,"InChI=1S/C16H18N4O3/c1-2-19(11-12-21)15-7-3-13(4-8-15)17-18-14-5-9-16(10-6-14)20(22)23/h3-10,21H,2,11-12H2,1H3",-6.293,-13.3979,-15.491925260251604,7,314.13789043599996
COC(=O)c1ccccc1CS(=O)(=O)NC(=O)Nc1[n]c(cc([n]1)OC)OC,"InChI=1S/C16H18N4O7S/c1-25-12-8-13(26-2)18-15(17-12)19-16(22)20-28(23,24)9-10-6-4-5-7-11(10)14(21)27-3/h4-8H,9H2,1-3H3,(H2,17,18,19,20,22)",-3.534,-13.6778,-19.631053413854197,7,410.089619916
CCCCOC(=O)c1ccccc1C(=O)OCCCC,"InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3",-4.395,-4.6968,-6.225775422555802,8,278.151809184
CCCCCCCCCCCCCCCC(O)=O,"InChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)",-6.807,-6.4202,-5.287869059539337,14,256.240230264
CCCCCCCCCCCCCCCCO,"InChI=1S/C16H34O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17/h17H,2-16H2,1H3",-7.258,-5.2218,-3.0413068243384043,14,242.26096570800001
C1c2ccccc2-c2cc3ccccc3cc21,"InChI=1S/C17H12/c1-2-6-13-11-17-15(9-12(13)5-1)10-14-7-3-4-8-16(14)17/h1-9,11H,10H2",-8.034,-7.2596,-4.759939192700557,0,216.093900384
C1c2c3ccccc3ccc2-c2ccccc21,"InChI=1S/C17H12/c1-3-7-14-12(5-1)9-10-16-15-8-4-2-6-13(15)11-17(14)16/h1-10H,11H2",-6.678,-6.6144,-5.728083024870329,0,216.093900384
OC(c1ccccc1Cl)(c1ccc(Cl)cc1)c1c[n]c[n]c1,"InChI=1S/C17H12Cl2N2O/c18-14-7-5-12(6-8-14)17(22,13-9-20-11-21-10-13)15-3-1-2-4-16(15)19/h1-11,22H",-4.383,-6.6478,-8.899475960751166,3,330.0326683640001
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1,"InChI=1S/C17H16Br2O3/c1-11(2)22-16(20)17(21,12-3-7-14(18)8-4-12)13-5-9-15(19)10-6-13/h3-11,21H,1-2H3",-4.933,-7.0862,-8.747471386088606,4,425.94661857200003
CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,"InChI=1S/C17H16Cl2O3/c1-11(2)22-16(20)17(21,12-3-7-14(18)8-4-12)13-5-9-15(19)10-6-13/h3-11,21H,1-2H3",-4.53,-6.7447,-8.83123734793222,4,338.047649732
CC(C)Oc1cc(ccc1)NC(=O)c1ccccc1C(F)(F)F,"InChI=1S/C17H16F3NO2/c1-11(2)23-13-7-5-6-12(10-13)21-16(22)14-8-3-4-9-15(14)17(18,19)20/h3-11H,1-2H3,(H,21,22)",-4.532,-7.3116,-9.600658353549418,4,323.113313412
COC(=O)C(C)N(c1c(C)cccc1C)C(=O)c1ccco1,"InChI=1S/C17H19NO4/c1-11-7-5-8-12(2)15(11)18(13(3)17(20)21-4)16(19)14-9-6-10-22-14/h5-10,13H,1-4H3",-3.117,-6.2798,-10.122595208483938,4,301.131408088
CCOC(=O)NCCOc1ccc(cc1)Oc1ccccc1,"InChI=1S/C17H19NO4/c1-2-20-17(19)18-12-13-21-14-8-10-16(11-9-14)22-15-6-4-3-5-7-15/h3-11H,2,12-13H2,1H3,(H,18,19)",-4.701,-8.20445,-10.586576914207956,7,301.131408088
CC(Oc1cccc2ccccc21)C(=O)N(CC)CC,"InChI=1S/C17H21NO2/c1-4-18(5-2)17(19)13(3)20-16-12-8-10-14-9-6-7-11-15(14)16/h6-13H,4-5H2,1-3H3",-3.57,-6.7645,-10.1657721351578,5,271.157228912
COC(=O)[C@@H]1C2CCC(C[C@@H]1OC(=O)c1ccccc1)[N@@]2C,"InChI=1S/C17H21NO4/c1-18-12-8-9-13(18)15(17(20)21-2)14(10-12)22-16(19)11-6-4-3-5-7-11/h3-7,12-15H,8-10H2,1-2H3/t12?,13?,14-,15+/m0/s1",-2.227,-6.719,-11.933029622834052,3,303.14705815200006
CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC,"InChI=1S/C17H26ClNO2/c1-4-11-21-12-10-19(16(20)13-18)17-14(5-2)8-7-9-15(17)6-3/h7-9H,4-6,10-13H2,1-3H3",-3.795,-6.0013,-8.819796143387727,9,311.16520675199996
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,"InChI=1S/C17H26ClNO2/c1-4-7-11-21-13-19(16(20)12-18)17-14(5-2)9-8-10-15(17)6-3/h8-10H,4-7,11-13H2,1-3H3",-4.193,-5.5376,-7.646119243865087,9,311.16520675199996
C/C(/C=C/CC(C)CCCC(C)C)=C\C(=O)OCC,"InChI=1S/C17H30O2/c1-6-19-17(18)13-16(5)12-8-11-15(4)10-7-9-14(2)3/h8,12-15H,6-7,9-11H2,1-5H3/b12-8+,16-13+",-5.693,-3.6126,-2.981104295663808,9,266.2245802
c1c2cc3ccccc3cc2cc2ccccc21,InChI=1S/C18H12/c1-2-6-14-10-18-12-16-8-4-3-7-15(16)11-17(18)9-13(14)5-1/h1-12H,-8.18,-8.6038,-6.391945298082972,0,228.093900384
c1c2c3ccccc3ccc2cc2ccccc21,InChI=1S/C18H12/c1-2-7-15-12-18-16(11-14(15)6-1)10-9-13-5-3-4-8-17(13)18/h1-12H,-7.385,-6.6778,-4.851468829056508,0,228.093900384
c1cccc2c1c1ccccc1c1ccccc12,InChI=1S/C18H12/c1-2-8-14-13(7-1)15-9-3-4-11-17(15)18-12-6-5-10-16(14)18/h1-12H,-6.745,-7.6778,-7.085227811552887,0,228.093900384
c1cc2c3ccccc3ccc2c2ccccc21,InChI=1S/C18H12/c1-3-7-15-13(5-1)9-11-18-16-8-4-2-6-14(16)10-12-17(15)18/h1-12H,-8.057,-8.2055,-6.016973439618793,0,228.093900384
c1cc(ccc1-c1ccccc1)-c1ccccc1,InChI=1S/C18H14/c1-3-7-15(8-4-1)17-11-13-18(14-12-17)16-9-5-2-6-10-16/h1-14H,-7.107,-7.0,-5.668970134723778,2,230.109550448
c1c(cccc1-c1ccccc1)-c1ccccc1,InChI=1S/C18H14/c1-3-8-15(9-4-1)17-12-7-13-18(14-17)16-10-5-2-6-11-16/h1-14H,-5.183,-4.757,-5.234476771665031,2,230.109550448
c1ccccc1-c1ccccc1-c1ccccc1,InChI=1S/C18H14/c1-3-9-15(10-4-1)17-13-7-8-14-18(17)16-11-5-2-6-12-16/h1-14H,-5.269,-3.6021,-3.5443112098481064,2,230.109550448
O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,"InChI=1S/C18H15O4P/c19-23(20-16-10-4-1-5-11-16,21-17-12-6-2-7-13-17)22-18-14-8-3-9-15-18/h1-15H",-5.235,-5.202,-5.769761698568127,6,326.07079559000005
CCCCOC(=O)N(C)SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12,"InChI=1S/C18H26N2O5S/c1-6-7-11-23-16(21)19(4)26-20(5)17(22)24-14-10-8-9-13-12-18(2,3)25-15(13)14/h8-10H,6-7,11-12H2,1-5H3",-4.583,-7.5331,-9.832887564839437,6,382.15624293199994
"C[C@@]12CC[C@@](C[C@@H]1OCc1ccccc1C)(O2)C(C)C |o1:1,4,6|","InChI=1S/C18H26O2/c1-13(2)18-10-9-17(4,20-18)16(11-18)19-12-15-8-6-5-7-14(15)3/h5-8,13,16H,9-12H2,1-4H3/t16-,17+,18-/m0/s1",-3.639,-4.1209,-6.471080296182389,4,274.193280072
CCCCCCCCCCCCCCCCCCO,"InChI=1S/C18H38O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19/h19H,2-18H2,1H3",-8.391,-5.5686,-1.9704645609002027,16,270.292265836
CN1C=C(C(=O)C(=C1)c1ccccc1)c1cc(ccc1)C(F)(F)F,"InChI=1S/C19H14F3NO/c1-23-11-16(13-6-3-2-4-7-13)18(24)17(12-23)14-8-5-9-15(10-14)19(20,21)22/h2-12H,1H3",-4.438,-7.011,-9.319259203681277,2,329.102748728
OC1=C(C2CCCc3ccccc32)C(=O)Oc2ccccc21,"InChI=1S/C19H16O3/c20-18-15-9-3-4-11-16(15)22-19(21)17(18)14-10-5-7-12-6-1-2-8-13(12)14/h1-4,6,8-9,11,14,20H,5,7,10H2",-4.864,-10.1952,-13.076060438755368,1,292.109944372
CC(=O)CC(C1=C(O)c2ccccc2OC1=O)c1ccccc1,"InChI=1S/C19H16O4/c1-12(20)11-15(13-7-3-2-4-8-13)17-18(21)14-9-5-6-10-16(14)23-19(17)22/h2-10,15,21H,11H2,1H3",-4.259,-6.9355,-9.460231188247358,4,308.104858992
CCOC(=O)C(C)Oc1ccc(cc1)Oc1c[n]c2cc(Cl)ccc2[n]1,"InChI=1S/C19H17ClN2O4/c1-3-24-19(23)12(2)25-14-5-7-15(8-6-14)26-18-11-21-17-10-13(20)4-9-16(17)22-18/h4-12H,3H2,1-2H3",-6.094,-8.1878,-8.666565725381114,6,372.087684704
CCCCOC(=O)C(C)Oc1ccc(cc1)Oc1ccc(c[n]1)C(F)(F)F,"InChI=1S/C19H20F3NO4/c1-3-4-11-25-18(24)13(2)26-15-6-8-16(9-7-15)27-17-10-5-14(12-23-17)19(20,21)22/h5-10,12-13H,3-4,11H2,1-2H3",-5.584,-6.4953,-7.055943776111622,8,383.13444278000003
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,"InChI=1S/C19H20O4/c1-2-3-13-22-18(20)16-11-7-8-12-17(16)19(21)23-14-15-9-5-4-6-10-15/h4-12H,2-3,13-14H2,1H3",-5.065,-5.0835,-5.8399071788111545,7,312.13615912
CC(C)=CC1C(C(=O)OCN2C(=O)C3CCCCC=3C2=O)C1(C)C,"InChI=1S/C19H25NO4/c1-11(2)9-14-15(19(14,3)4)18(23)24-10-20-16(21)12-7-5-6-8-13(12)17(20)22/h9,14-15H,5-8,10H2,1-4H3",-4.858,-5.15,-6.212427350587228,4,331.17835828
CC(C)(C)c1ccc(cc1)OC1CCCCC1OS(=O)OCC#C,"InChI=1S/C19H26O4S/c1-5-14-21-24(20)23-18-9-7-6-8-17(18)22-16-12-10-15(11-13-16)19(2,3)4/h1,10-13,17-18H,6-9,14H2,2-4H3",-5.846,-6.5229,-6.736679687393847,6,350.15518031199997
C/C(/C=C/CC(C)CCCC(C)(C)OC)=C\C(=O)OC(C)C,"InChI=1S/C19H34O3/c1-15(2)22-18(20)14-17(4)11-8-10-16(3)12-9-13-19(5,6)21-7/h8,11,14-16H,9-10,12-13H2,1-7H3/b11-8+,17-14+",-5.346,-4.6271,-4.8355328655838195,10,310.25079494799996
c1c2-c3cccc4cccc(c43)-c2cc2ccccc21,InChI=1S/C20H12/c1-2-6-15-12-19-17-10-4-8-13-7-3-9-16(20(13)17)18(19)11-14(15)5-1/h1-12H,-8.499,-9.0155,-6.518207162520419,0,252.093900384
c1c2c3c(cccc3-c3ccccc3-2)c2ccccc21,InChI=1S/C20H12/c1-2-7-14-13(6-1)12-19-16-9-4-3-8-15(16)18-11-5-10-17(14)20(18)19/h1-12H,-8.226,-6.301,-3.192766579736939,0,252.093900384
c1c2ccccc2c2ccc3cccc4ccc1c2c34,InChI=1S/C20H12/c1-2-7-17-15(4-1)12-16-9-8-13-5-3-6-14-10-11-18(17)20(16)19(13)14/h1-12H,-8.192,-8.2604,-5.907873381998087,0,252.093900384
c1cc2cccc3c2c2c(cccc21)c1ccccc31,InChI=1S/C20H12/c1-2-8-16-15(7-1)17-9-3-5-13-11-12-14-6-4-10-18(16)20(14)19(13)17/h1-12H,-7.844,-8.2441,-6.359664756689581,0,252.093900384
c1ccc2c3c(cccc31)c1cccc3cccc2c31,InChI=1S/C20H12/c1-5-13-6-2-11-17-18-12-4-8-14-7-3-10-16(20(14)18)15(9-1)19(13)17/h1-12H,-8.8,-8.2798,-5.106171834987495,0,252.093900384
COC(=O)C(C)N(c1c(C)cccc1C)C(=O)Cc1ccccc1,"InChI=1S/C20H23NO3/c1-14-9-8-10-15(2)19(14)21(16(3)20(23)24-4)18(22)13-17-11-6-5-7-12-17/h5-12,16H,13H2,1-4H3",-3.944,-5.0,-7.253032144872126,5,325.167793596
Cc1cc(C)c(C2CC(O)=C(C(=O)C2)C(CC)=NOCC)c(C)c1,"InChI=1S/C20H27NO3/c1-6-16(21-24-7-2)20-17(22)10-15(11-18(20)23)19-13(4)8-12(3)9-14(19)5/h8-9,15,22H,6-7,10-11H2,1-5H3",-4.74,-8.556,-11.012285066634321,5,329.199093724
"CC(Cc1ccc(cc1)C(C)(C)C)CN1C[C@@H](C)O[C@@H](C)C1 |o1:16,19|","InChI=1S/C20H33NO/c1-15(12-21-13-16(2)22-17(3)14-21)11-18-7-9-19(10-8-18)20(4,5)6/h7-10,15-17H,11-14H2,1-6H3/t15?,16-,17+",-3.637,-4.59105,-7.114171334954135,4,303.256214676
Cc1ccc2cc3c(ccc4ccccc43)c3CCc1c32,"InChI=1S/C21H16/c1-13-6-7-15-12-20-17-5-3-2-4-14(17)8-9-18(20)19-11-10-16(13)21(15)19/h2-9,12H,10-11H2,1H3",-7.966,-7.3665,-4.9981614158948355,0,268.125200512
CC1(C)C(C1C=C(Cl)Cl)C(=O)OCc1cccc(c1)Oc1ccccc1,"InChI=1S/C21H20Cl2O3/c1-21(2)17(12-18(22)23)19(21)20(24)25-13-14-7-6-10-16(11-14)26-15-8-4-3-5-9-15/h3-12,17,19H,13H2,1-2H3",-6.99,-7.6615,-6.729324627329529,6,390.07894985999997
CN1CC[C@@]23[C@H]4Oc5c2c(C[C@@H]1[C@@H]3C=C[C@@H]4OC(C)=O)ccc5OC(C)=O,"InChI=1S/C21H23NO5/c1-11(23)25-16-6-4-13-10-15-14-5-7-17(26-12(2)24)20-21(14,8-9-22(15)3)18(13)19(16)27-20/h4-7,14-15,17,20H,8-10H2,1-3H3/t14-,15+,17-,20-,21-/m0/s1",-2.797,-9.1198,-14.426667394269645,2,369.157622836
c1cc2ccc3cccc4c3c2c2c3c4cccc3ccc21,InChI=1S/C22H12/c1-3-13-7-9-15-11-12-16-10-8-14-4-2-6-18-17(5-1)19(13)21(15)22(16)20(14)18/h1-12H,-9.026,-10.0,-7.141344195747309,0,276.093900384
c1c2c3ccccc3c3ccccc3c2cc2ccccc21,InChI=1S/C22H14/c1-2-8-16-14-22-20-12-6-4-10-18(20)17-9-3-5-11-19(17)21(22)13-15(16)7-1/h1-14H,-8.24,-10.0,-8.211914049553501,0,278.109550448
c1c2c3ccccc3ccc2cc2c3ccccc3ccc21,InChI=1S/C22H14/c1-3-7-19-15(5-1)9-11-17-14-22-18(13-21(17)19)12-10-16-6-2-4-8-20(16)22/h1-14H,-8.048,-9.02,-7.138620099427189,0,278.109550448
CC1(C)[C@@H]([C@@H]1C=C(Br)Br)C(=O)O[C@H](C#N)c1cccc(c1)Oc1ccccc1,"InChI=1S/C22H19Br2NO3/c1-22(2)17(12-19(23)24)20(22)21(26)28-18(13-25)14-7-6-10-16(11-14)27-15-8-4-3-5-9-15/h3-12,17-18,20H,1-2H3/t17-,18+,20-/m0/s1",-8.402,-7.8239,-5.027309246520093,6,502.973167668
CC1(C)C(C(=O)OC(C#N)c2cc(ccc2)Oc2ccccc2)C1(C)C,"InChI=1S/C22H23NO3/c1-21(2)19(22(21,3)4)20(24)26-18(14-23)15-9-8-12-17(13-15)25-16-10-6-5-7-11-16/h5-13,18-19H,1-4H3",-6.025,-5.2612,-4.7743769031971794,5,349.167793596
CCCCC(COC(=O)c1ccccc1C(=O)OCC(CCCC)CC)CC,"InChI=1S/C24H38O4/c1-5-9-13-19(7-3)17-27-23(25)21-15-11-12-16-22(21)24(26)28-18-20(8-4)14-10-6-2/h11-12,15-16,19-20H,5-10,13-14,17-18H2,1-4H3",-6.968,-6.8477,-5.650854894194997,14,390.277009696
CC(C)C(C(=O)OC(C#N)c1cc(ccc1)Oc1ccccc1)c1ccc(Cl)cc1,"InChI=1S/C25H22ClNO3/c1-17(2)24(18-11-13-20(26)14-12-18)25(28)30-23(16-27)19-7-6-10-22(15-19)29-21-8-4-3-5-9-21/h3-15,17,23-24H,1-2H3",-7.243,-8.8239,-7.967971224086973,7,419.128821244
CC(C)[C@H](C(=O)OC(C#N)c1cccc(c1)Oc1ccccc1)c1ccc(cc1)OC(F)F,"InChI=1S/C26H23F2NO4/c1-17(2)24(18-11-13-21(14-12-18)32-26(27)28)25(30)33-23(16-29)19-7-6-10-22(15-19)31-20-8-4-3-5-9-20/h3-15,17,23-24,26H,1-2H3/t23?,24-/m0/s1",-6.876,-8.0605,-7.428055333439676,9,451.159514656
CCCCCCCCCc1ccc(cc1)OP(=O)(Oc1ccccc1)Oc1ccccc1,"InChI=1S/C27H33O4P/c1-2-3-4-5-6-7-10-15-24-20-22-27(23-21-24)31-32(28,29-25-16-11-8-12-17-25)30-26-18-13-9-14-19-26/h8-9,11-14,16-23H,2-7,10,15H2,1H3",-5.769,-7.7212,-8.473699705916793,14,452.211646166
FC(F)(Cl)C(F)(F)Cl,"InChI=1S/C2Cl2F4/c3-1(5,6)2(4,7)8",-3.119,3.3041,2.9338622490234045,1,169.93131824
FC(F)(Cl)C(F)(Cl)Cl,"InChI=1S/C2Cl3F3/c3-1(4,6)2(5,7)8",-3.042,2.5593,1.8145310710871088,1,185.9017677
ClC(Cl)=C(Cl)Cl,InChI=1S/C2Cl4/c3-1(4)2(5)6,-2.919,1.2672,-0.11290328021205337,0,163.87541072
FC(Cl)(Cl)C(F)(Cl)Cl,"InChI=1S/C2Cl4F2/c3-1(4,7)2(5,6)8",-3.189,1.7033,0.8488389256054427,1,201.87221716
ClC(Cl)(Cl)C(Cl)(Cl)Cl,"InChI=1S/C2Cl6/c3-1(4,5)2(6,7)8",-4.488,-0.6778,-0.6250333883941489,0,233.81311608
FC(F)(F)C(F)(F)Cl,"InChI=1S/C2ClF5/c3-1(4,5)2(6,7)8",-3.411,3.8363,4.056462342543841,0,153.96086878
BrC(Br)C(Br)Br,InChI=1S/C2H2Br4/c3-1(4)2(5)6/h1-2H,-2.732,-1.699,-4.40771353850936,1,341.688998464
C=C(Cl)Cl,InChI=1S/C2H2Cl2/c1-2(3)4/h1H2,-1.634,2.7782,0.19491960396122782,0,95.953355424
ClC=CCl,InChI=1S/C2H2Cl2/c3-1-2-4/h1-2H,-1.442,2.3032,-0.71356651879797,0,95.953355424
OC(=O)C(Cl)Cl,"InChI=1S/C2H2Cl2O2/c3-1(4)2(5)6/h1H,(H,5,6)",0.89,-0.7479,-8.045607969210323,1,127.943184664
ClC(Cl)C(Cl)Cl,InChI=1S/C2H2Cl4/c3-1(4)2(5)6/h1-2H,-1.754,0.6646,-2.5204596079319312,1,165.891060784
C=C(F)F,InChI=1S/C2H2F2/c1-2(3)4/h1H2,-0.706,4.4771,1.2449225305505325,0,64.012456504
C=CBr,"InChI=1S/C2H3Br/c1-2-3/h2H,1H2",-1.275,3.0141,0.027251475457993685,0,105.941812196
C=CCl,"InChI=1S/C2H3Cl/c1-2-3/h2H,1H2",-1.36,3.4736,0.7688866986099929,0,61.992327775999996
CC(Cl)(Cl)Cl,"InChI=1S/C2H3Cl3/c1-2(3,4)5/h1H3",-1.952,2.0934,-0.30467966114832845,0,131.930033136
ClCC(Cl)Cl,"InChI=1S/C2H3Cl3/c3-1-2(4)5/h2H,1H2",-1.48,1.3617,-1.9441770314110667,1,131.930033136
OC(=O)CCl,"InChI=1S/C2H3ClO2/c3-1-2(4)5/h1H2,(H,4,5)",0.928,-1.1871,-8.695577351190366,1,93.982157016
C=CF,"InChI=1S/C2H3F/c1-2-3/h2H,1H2",-0.276,4.2967,0.41352833365066105,0,46.021878316
OCC(F)(F)F,"InChI=1S/C2H3F3O/c3-2(4,5)1-6/h6H,1H2",1.0,1.8529,-4.653018412135944,0,100.013599376
CC#N,InChI=1S/C2H3N/c1-2-3/h1H3,1.387,1.9484,-5.050055450793074,0,41.026549096
CN=C=S,InChI=1S/C2H3NS/c1-3-2-4/h1H3,-0.983,0.5492,-3.727779097008023,0,72.998620096
BrCCBr,InChI=1S/C2H4Br2/c3-1-2-4/h1-2H2,-1.656,1.0492,-2.130096605259088,1,185.867974328
ClCCBr,InChI=1S/C2H4BrCl/c3-1-2-4/h1-2H2,-1.318,1.5198,-1.9494890192352958,1,141.918489908
CC(Cl)Cl,"InChI=1S/C2H4Cl2/c1-2(3)4/h2H,1H3",-1.291,2.3566,-0.8465024192197063,0,97.969005488
ClCCCl,InChI=1S/C2H4Cl2/c3-1-2-4/h1-2H2,-1.065,1.8971,-1.7801864329399908,1,97.969005488
CC(F)F,"InChI=1S/C2H4F2/c1-2(3)4/h2H,1H3",-1.315,3.658,0.958756212122185,0,66.028106568
[O-][N+](=O)OCCO[N+]([O-])=O,InChI=1S/C2H4N2O6/c5-3(6)9-1-2-10-4(7)8/h1-2H2,-1.35,-1.1427,-5.532356704269885,5,152.00693584799998
C1CO1,InChI=1S/C2H4O/c1-2-3-1/h1-2H2,1.356,3.1186,-3.413963200930483,0,44.026214748
CC=O,"InChI=1S/C2H4O/c1-2-3/h2H,1H3",1.356,2.9552,-3.6365218702840862,0,44.026214748
CC(O)=O,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",1.221,1.1967,-5.847807058139495,0,60.021129368000004
COC=O,"InChI=1S/C2H4O2/c1-4-2-3/h2H,1H3",0.704,2.7677,-3.003850499936788,1,60.021129368000004
