SMILES,InChI,LogS,LogVP,Sol,RB,MW
Oc1ccccc1C(O)=O,"InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)",-1.79,-4.0862,-8.94224427297701,1,138.031694052
Cc1ccc(Br)cc1,"InChI=1S/C7H7Br/c1-6-2-4-7(8)5-3-6/h2-5H,1H3",-3.192,0.0607,-1.3843752376269125,0,169.973112324
Cc1cc(Br)ccc1,"InChI=1S/C7H7Br/c1-6-3-2-4-7(8)5-6/h2-5H,1H3",-3.523,0.1847,-0.7646433248001729,0,169.973112324
Cc1ccc(Cl)cc1,"InChI=1S/C7H7Cl/c1-6-2-4-7(8)5-3-6/h2-5H,1H3",-3.077,0.4298,-1.0382788001559802,0,126.023627904
Cc1ccccc1Cl,"InChI=1S/C7H7Cl/c1-6-4-2-3-5-7(6)8/h2-5H,1H3",-2.53,0.5353,-1.6396230628219266,0,126.023627904
ClCc1ccccc1,"InChI=1S/C7H7Cl/c8-6-7-4-2-1-3-5-7/h1-5H,6H2",-2.382,0.0899,-2.4478624410007987,1,126.023627904
COP(=S)(Oc1[n]c(Cl)c(Cl)cc1Cl)OC,"InChI=1S/C7H7Cl3NO3PS/c1-12-15(16,13-2)14-7-5(9)3-4(8)6(10)11-7/h3H,1-2H3",-4.831,-4.3768,-5.1960670135513745,4,320.894983754
Cc1cc(Cl)ccc1O,"InChI=1S/C7H7ClO/c1-5-4-6(8)2-3-7(5)9/h2-4,9H,1H3",-1.552,-1.6198,-5.907056153102052,0,142.018542524
O=CNc1ccccc1,"InChI=1S/C7H7NO/c9-6-8-7-4-2-1-3-5-7/h1-6H,(H,8,9)",-0.678,-2.4471,-8.224308687810034,2,121.052763844
Cc1ccc(cc1)[N+]([O-])=O,"InChI=1S/C7H7NO2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3",-2.492,-1.8041,-4.877756358545642,1,137.047678464
Cc1cc(ccc1)[N+]([O-])=O,"InChI=1S/C7H7NO2/c1-6-3-2-4-7(5-6)8(9)10/h2-5H,1H3",-2.438,-0.6874,-3.430307778851188,1,137.047678464
Cc1ccccc1[N+]([O-])=O,"InChI=1S/C7H7NO2/c1-6-4-2-3-5-7(6)8(9)10/h2-5H,1H3",-2.324,-0.7255,-3.637475303996127,1,137.047678464
COc1ccccc1[N+]([O-])=O,"InChI=1S/C7H7NO3/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3",-1.957,-2.4437,-6.477618127350669,2,153.042593084
Cc1cccc(O)c1[N+]([O-])=O,"InChI=1S/C7H7NO3/c1-5-3-2-4-6(9)7(5)8(10)11/h2-4,9H,1H3",-1.641,-1.4295,-5.526636101997637,1,153.042593084
C1C=CC=CC=C1,"InChI=1S/C7H8/c1-2-4-6-7-5-3-1/h1-6H,7H2",-2.172,1.3714,-0.9884278374978295,0,92.062600256
Cc1ccccc1,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",-2.243,1.4533,-0.7801706738248441,0,92.062600256
Cc1ccc(O)cc1,"InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3",-0.702,-0.9586,-6.164210845721146,0,108.057514876
Cc1cc(O)ccc1,"InChI=1S/C7H8O/c1-6-3-2-4-7(8)5-6/h2-5,8H,1H3",-0.678,-0.9586,-6.1969000015625575,0,108.057514876
Cc1ccccc1O,"InChI=1S/C7H8O/c1-6-4-2-3-5-7(6)8/h2-5,8H,1H3",-0.621,-0.5243,-5.682999230772384,0,108.057514876
COc1ccccc1,"InChI=1S/C7H8O/c1-8-7-5-3-2-4-6-7/h2-6H,1H3",-2.017,0.549,-2.3196937091392686,1,108.057514876
OCc1ccccc1,"InChI=1S/C7H8O/c8-6-7-4-2-1-3-5-7/h1-5,8H,6H2",-0.432,-1.0269,-6.624991738269028,1,108.057514876
COc1ccccc1O,"InChI=1S/C7H8O2/c1-9-7-5-3-2-4-6(7)8/h2-5,8H,1H3",-0.822,-0.9872,-6.039719643891775,1,124.052429496
CSc1ccccc1,"InChI=1S/C7H8S/c1-8-7-5-3-2-4-6-7/h2-6H,1H3",-2.39,-0.3143,-2.987505922016083,1,124.034671256
CCc1cc[n]cc1,"InChI=1S/C7H9N/c1-2-7-3-5-8-6-4-7/h3-6H,2H2,1H3",0.827,0.3552,-6.457323609765795,1,107.073499288
CCc1c[n]ccc1,"InChI=1S/C7H9N/c1-2-7-4-3-5-8-6-7/h3-6H,2H2,1H3",0.538,0.4031,-5.998449584641996,1,107.073499288
CCc1cccc[n]1,"InChI=1S/C7H9N/c1-2-7-5-3-4-6-8-7/h3-6H,2H2,1H3",0.501,0.6889,-5.558780438575024,1,107.073499288
Cc1ccc(N)cc1,"InChI=1S/C7H9N/c1-6-2-4-7(8)5-3-6/h2-5H,8H2,1H3",-1.217,-0.5433,-4.897097442418475,0,107.073499288
Cc1cc(N)ccc1,"InChI=1S/C7H9N/c1-6-3-2-4-7(8)5-6/h2-5H,8H2,1H3",-0.854,-0.5186,-5.357878334966356,0,107.073499288
Cc1c[n]c(C)cc1,"InChI=1S/C7H9N/c1-6-3-4-7(2)8-5-6/h3-5H,1-2H3",0.401,0.526,-5.644453267842722,0,107.073499288
Cc1c[n]ccc1C,"InChI=1S/C7H9N/c1-6-3-4-8-5-7(6)2/h3-5H,1-2H3",0.359,0.092,-6.178376146585758,0,107.073499288
Cc1cc(C)[n]cc1,"InChI=1S/C7H9N/c1-6-3-4-8-7(2)5-6/h3-5H,1-2H3",0.514,0.5004,-5.833233142826867,0,107.073499288
Cc1ccccc1N,"InChI=1S/C7H9N/c1-6-4-2-3-5-7(6)8/h2-5H,8H2,1H3",-0.81,-0.585,-5.508248451836844,0,107.073499288
Cc1cccc(C)[n]1,"InChI=1S/C7H9N/c1-6-4-3-5-7(2)8-6/h3-5H,1-2H3",0.447,0.7522,-5.399012189400131,0,107.073499288
Cc1ccc[n]c1C,"InChI=1S/C7H9N/c1-6-4-3-5-8-7(6)2/h3-5H,1-2H3",0.385,0.4298,-5.753689530279433,0,107.073499288
CNc1ccccc1,"InChI=1S/C7H9N/c1-8-7-5-3-2-4-6-7/h2-6,8H,1H3",-1.28,-0.3439,-4.539696005219055,1,107.073499288
NCc1ccccc1,"InChI=1S/C7H9N/c8-6-7-4-2-1-3-5-7/h1-5H,6,8H2",0.97,-0.1851,-7.3880111175339485,1,107.073499288
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,InChI=1S/C8Cl4N2/c9-5-3(1-13)6(10)8(12)7(11)4(5)2-14,-5.647,-6.2441,-6.627988244221157,0,263.88155872
CCc1ccccc1,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",-2.798,0.9823,-0.6657586283799074,1,106.07825032
Cc1ccc(C)cc1,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",-2.816,0.9465,-0.6900030856289535,0,106.07825032
Cc1cc(C)ccc1,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",-2.819,0.9186,-0.7239180848144166,0,106.07825032
Cc1ccccc1C,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",-2.776,0.8202,-0.9165116946467267,0,106.07825032
COP(=S)(Oc1ccc(cc1)[N+]([O-])=O)OC,"InChI=1S/C8H10NO5PS/c1-12-15(16,13-2)14-8-5-3-7(4-6-8)9(10)11/h3-6H,1-2H3",-3.844,-5.4559,-8.010194717048794,5,263.00173005
CCc1ccc(O)cc1,"InChI=1S/C8H10O/c1-2-7-3-5-8(9)6-4-7/h3-6,9H,2H2,1H3",-1.475,-1.4295,-5.752736096567393,1,122.07316494
CCc1ccccc1O,"InChI=1S/C8H10O/c1-2-7-5-3-4-6-8(7)9/h3-6,9H,2H2,1H3",-1.359,-0.8153,-5.074163703226115,1,122.07316494
CCOc1ccccc1,"InChI=1S/C8H10O/c1-2-9-8-6-4-3-5-7-8/h3-7H,2H2,1H3",-2.332,0.1847,-2.386842683430166,2,122.07316494
Cc1cc(O)c(C)cc1,"InChI=1S/C8H10O/c1-6-3-4-7(2)8(9)5-6/h3-5,9H,1-2H3",-1.538,-0.8069,-4.818915878031102,0,122.07316494
Cc1cc(O)ccc1C,"InChI=1S/C8H10O/c1-6-3-4-8(9)5-7(6)2/h3-5,9H,1-2H3",-1.409,-1.4486,-5.868646394988395,0,122.07316494
Cc1cc(C)c(O)cc1,"InChI=1S/C8H10O/c1-6-3-4-8(9)7(2)5-6/h3-5,9H,1-2H3",-1.191,-0.9914,-5.542844475102337,0,122.07316494
Cc1cc(O)cc(C)c1,"InChI=1S/C8H10O/c1-6-3-7(2)5-8(9)4-6/h3-5,9H,1-2H3",-1.399,-1.3925,-5.805855974809685,0,122.07316494
Cc1cccc(C)c1O,"InChI=1S/C8H10O/c1-6-4-3-5-7(2)8(6)9/h3-5,9H,1-2H3",-1.305,-0.767,-5.081927377738451,0,122.07316494
Cc1cccc(O)c1C,"InChI=1S/C8H10O/c1-6-4-3-5-8(9)7(6)2/h3-5,9H,1-2H3",-1.427,-1.0506,-5.3020343604039475,0,122.07316494
OCCc1ccccc1,"InChI=1S/C8H10O/c9-7-6-8-4-2-1-3-5-8/h1-5,9H,6-7H2",-0.741,-1.0615,-6.2512457231489025,2,122.07316494
OCCOc1ccccc1,"InChI=1S/C8H10O2/c9-6-7-10-8-4-2-1-3-5-8/h1-5,9H,6-7H2",-0.714,-2.1549,-7.777284481678746,3,138.06807956
C=CCN(CC=C)C(=O)C(Cl)Cl,"InChI=1S/C8H11Cl2NO/c1-3-5-11(6-4-2)8(12)7(9)10/h3-4,7H,1-2,5-6H2",-1.619,-2.2218,-6.635751918733493,5,207.021769332
Cc1cc(C)[n]c(C)c1,"InChI=1S/C8H11N/c1-6-4-7(2)9-8(3)5-6/h4-5H,1-3H3",-0.539,0.2981,-4.674538773064873,0,121.08914935199999
CN(C)c1ccccc1,"InChI=1S/C8H11N/c1-9(2)8-6-4-3-5-7-8/h3-7H,1-2H3",-1.922,-0.1549,-3.4078339842102183,1,121.08914935199999
C=CC1CC=CCC1,"InChI=1S/C8H12/c1-2-8-6-4-3-5-7-8/h2-4,8H,1,5-7H2",-3.335,1.1962,0.3570033350082217,1,108.093900384
C=CCN(CC=C)C(=O)CCl,"InChI=1S/C8H12ClNO/c1-3-5-10(6-4-2)8(11)7-9/h3-4H,1-2,5-7H2",-0.945,-2.0269,-7.288309192217647,5,173.060741684
CCOP(=S)(Oc1c[n]cc[n]1)OCC,"InChI=1S/C8H13N2O3PS/c1-3-11-14(15,12-4-2)13-8-7-9-5-6-10-8/h5-7H,3-4H2,1-2H3",-2.338,-2.5229,-6.066551992644932,6,248.03844990599998
CN1CC(=CCC1)C(=O)OC,"InChI=1S/C8H13NO2/c1-9-5-3-4-7(6-9)8(10)11-2/h4H,3,5-6H2,1-2H3",0.809,-1.1018,-8.417310912090361,1,155.094628656
CCCCCCC#C,"InChI=1S/C8H14/c1-3-5-7-8-6-4-2/h1H,4-8H2,2H3",-3.662,1.1335,0.7169926637117539,4,110.109550448
CCNc1[n]c(Cl)[n]c(NC(C)C)[n]1,"InChI=1S/C8H14ClN5/c1-4-10-7-12-6(9)13-8(14-7)11-5(2)3/h5H,4H2,1-3H3,(H2,10,11,12,13,14)",-3.887,-6.5391,-9.426997213141926,4,215.09377312799998
CCN(CC)C(=S)SCC(=C)Cl,"InChI=1S/C8H14ClNS2/c1-4-10(5-2)8(11)12-6-7(3)9/h3-6H2,1-2H3",-3.35,-2.6576,-4.8716271418253765,4,223.025619128
CSC1=NN=C(C(=O)N1N)C(C)(C)C,"InChI=1S/C8H14N4OS/c1-8(2,3)5-6(13)12(9)7(14-4)11-10-5/h9H2,1-4H3",-2.245,-6.3615,-11.421580538731986,1,214.088832068
CC(=C)C(=O)OCCCC,"InChI=1S/C8H14O2/c1-4-5-6-10-8(9)7(2)3/h2,4-6H2,1,3H3",-2.25,0.3263,-2.3056646130906633,4,142.099379688
CC(=C)C(=O)OCC(C)C,"InChI=1S/C8H14O2/c1-6(2)5-10-8(9)7(3)4/h6H,3,5H2,1-2,4H3",-2.039,0.5599,-2.274882324673336,3,142.099379688
CCOC(=O)CCC(=O)OCC,"InChI=1S/C8H14O4/c1-3-11-7(9)5-6-8(10)12-4-2/h3-6H2,1-2H3",-0.96,-1.3575,-6.356123431473428,5,174.089208928
OC(=O)CCCCCCC(O)=O,"InChI=1S/C8H14O4/c9-7(10)5-3-1-2-4-6-8(11)12/h1-6H2,(H,9,10)(H,11,12)",-1.169,-6.5406,-13.131087184421746,7,174.089208928
CNc1[n]c([n]c(NC(C)C)[n]1)SC,"InChI=1S/C8H15N5S/c1-5(2)10-7-11-6(9-3)12-8(13-7)14-4/h5H,1-4H3,(H2,9,10,11,12,13)",-2.566,-6.0009,-10.493208512835931,4,213.10481647999998
C1CCCCCCC1,InChI=1S/C8H16/c1-2-4-6-8-7-5-3-1/h1-8H2,-4.152,0.7412,0.8500647689494959,0,112.12520051199999
CCC1CCCCC1,"InChI=1S/C8H16/c1-2-8-6-4-3-5-7-8/h8H,2-7H2,1H3",-4.251,1.1082,1.4847792115368823,1,112.12520051199999
CCCCCCC=C,"InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3H,1,4-8H2,2H3",-4.437,1.241,1.9190001649636168,5,112.12520051199999
CC1CCC(C)CC1,"InChI=1S/C8H16/c1-7-3-5-8(2)6-4-7/h7-8H,3-6H2,1-2H3",-4.466,1.2524,1.9740269106299908,0,112.12520051199999
CC1CC(C)(C)CC1,"InChI=1S/C8H16/c1-7-4-5-8(2,3)6-7/h7H,4-6H2,1-3H3",-4.478,1.0461,1.7093809531305726,0,112.12520051199999
CC1CCCCC1C,"InChI=1S/C8H16/c1-7-5-3-4-6-8(7)2/h7-8H,3-6H2,1-2H3",-3.95933333333333,1.2029,1.2165011256106348,0,112.12520051199999
C/C(=C\C(=O)N(C)C)/OP(=O)(OC)OC,"InChI=1S/C8H16NO5P/c1-7(6-8(10)9(2)3)14-15(11,12-4)13-5/h6H,1-5H3/b7-6+",0.625,-3.7959,-11.836187998653875,5,237.076609242
CCCCCCCC=O,"InChI=1S/C8H16O/c1-2-3-4-5-6-7-8-9/h8H,2-7H2,1H3",-2.36,0.0719,-2.50234436740315,6,128.120115132
CCCCCCC(C)=O,"InChI=1S/C8H16O/c1-3-4-5-6-7-8(2)9/h3-7H2,1-2H3",-2.154,0.1303,-2.703382675827824,5,128.120115132
CCCCCCCC(O)=O,"InChI=1S/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10)",-2.262,-2.4306,-6.044350607635975,6,144.115029752
CCCCCCOC(C)=O,"InChI=1S/C8H16O2/c1-3-4-5-6-7-10-8(2)9/h3-7H2,1-2H3",-2.451,0.1216,-2.3107041912828805,5,144.115029752
CCCCC(CC)C(O)=O,"InChI=1S/C8H16O2/c1-3-5-6-7(4-2)8(9)10/h7H,3-6H2,1-2H3,(H,9,10)",-1.858,-1.5229,-5.3582869494143734,5,144.115029752
CCCC(=O)OCCCC,"InChI=1S/C8H16O2/c1-3-5-7-10-8(9)6-4-2/h3-7H2,1-2H3",-2.46,0.2577,-2.1130710032583537,5,144.115029752
CC(C)C(=O)OCC(C)C,"InChI=1S/C8H16O2/c1-6(2)5-10-8(9)7(3)4/h6-7H,5H2,1-4H3",-2.403,0.6365,-1.6747639053514425,3,144.115029752
CC(C)CC(C)OC(C)=O,"InChI=1S/C8H16O2/c1-6(2)5-7(3)10-8(4)9/h6-7H,5H2,1-4H3",-2.045,0.6021,-2.2092316033585027,3,144.115029752
CCCCCCCCBr,"InChI=1S/C8H17Br/c1-2-3-4-5-6-7-8-9/h2-8H2,1H3",-5.063,-0.4181,0.5118682108069029,6,192.051362644
CCCCC(CCl)CC,"InChI=1S/C8H17Cl/c1-3-5-6-8(4-2)7-9/h8H,3-7H2,1-2H3",-3.172,0.0792,-1.386418309867001,5,148.101878224
CCCCCCCC,"InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",-5.238,1.1477,2.882921647837207,5,114.14085057599999
CCCCC(C)CC,"InChI=1S/C8H18/c1-4-6-7-8(3)5-2/h8H,4-7H2,1-3H3",-5.159,1.2923,2.9722720071370614,4,114.14085057599999
CC(C(C)C)C(C)C,"InChI=1S/C8H18/c1-6(2)8(5)7(3)4/h6-8H,1-5H3",-4.696,1.433,2.533283885150121,2,114.14085057599999
CC[C@H](C)C(C)(C)C,"InChI=1S/C8H18/c1-6-7(2)8(3,4)5/h7H,6H2,1-5H3/t7-/m0/s1",-4.678,1.5065,2.6088775580333823,1,114.14085057599999
CC(C)CC(C)(C)C,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",-4.746,1.6928,2.9552464051363283,1,114.14085057599999
CCCCN(CCCC)N=O,"InChI=1S/C8H18N2O/c1-3-5-7-10(9-11)8-6-4-2/h3-8H2,1-2H3",-2.096,-1.3288,-4.769745939452981,7,158.141913196
CCCCCCCCO,"InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",-2.382,-1.1002,-4.068835956286738,6,130.135765196
CCCCC(CO)CC,"InChI=1S/C8H18O/c1-3-5-6-8(4-2)7-9/h8-9H,3-7H2,1-2H3",-2.27,-0.8665,-3.9030746952075868,5,130.135765196
CCCCOCCCC,"InChI=1S/C8H18O/c1-3-5-7-9-8-6-4-2/h3-8H2,1-2H3",-2.638,0.7789,-1.1607269297452636,6,130.135765196
CCCCCCOCCO,"InChI=1S/C8H18O2/c1-2-3-4-5-7-10-8-6-9/h9H,2-8H2,1H3",-1.169,-0.8097,-5.325325383940951,7,146.130679816
CCC(CO)C(O)CCC,"InChI=1S/C8H18O2/c1-3-5-8(10)7(4-2)6-9/h7-10H,3-6H2,1-2H3",-1.387,-2.5229,-7.361859792860821,5,146.130679816
CC(C)(C)OOC(C)(C)C,"InChI=1S/C8H18O2/c1-7(2,3)9-10-8(4,5)6/h1-6H3",-3.165,1.3997,0.4026319483701901,1,146.130679816
CCOCCOCCOCC,"InChI=1S/C8H18O3/c1-3-9-5-7-11-8-6-10-4-2/h3-8H2,1-2H3",0.79,-0.2836,-7.27700419248916,8,162.125594436
CCCCC(CN)CC,"InChI=1S/C8H19N/c1-3-5-6-8(4-2)7-9/h8H,3-7,9H2,1-2H3",-1.713,0.1461,-3.2825255534848115,5,129.151749608
CCCCNCCCC,"InChI=1S/C8H19N/c1-3-5-7-9-8-6-4-2/h9H,3-8H2,1-2H3",-1.439,0.4128,-3.2924685050532405,6,129.151749608
CCOP(=O)(SCCC)SCCC,"InChI=1S/C8H19O2PS2/c1-4-7-12-11(9,10-6-3)13-8-5-2/h4-8H2,1-3H3",-2.509,-3.4202,-7.055807571295615,8,242.05640847799998
CCSCCSP(=S)(OCC)OCC,"InChI=1S/C8H19O2PS3/c1-4-9-11(12,10-5-2)14-8-7-13-6-3/h4-8H2,1-3H3",-4.226,-4.011,-5.521868933437433,9,274.028479478
NCCNCCNCCNCCN,"InChI=1S/C8H23N5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h11-13H,1-10H2",0.723,-6.0969,-15.103741534634857,10,189.19534573599998
O=C1OCc2c1c(Cl)c(Cl)c(Cl)c2Cl,InChI=1S/C8H2Cl4O2/c9-4-2-1-14-8(13)3(2)5(10)7(12)6(4)11/h1H2,-5.037,-7.6478,-9.370744624131497,0,269.880890024
O=C1OC(=O)c2ccccc12,InChI=1S/C8H4O3/c9-7-5-3-1-2-4-6(5)8(10)11-7/h1-4H,-1.378,-3.2865,-8.414178201322226,0,148.01604398799998
OC(=O)COc1cc(Cl)c(Cl)cc1Cl,"InChI=1S/C8H5Cl3O3/c9-4-1-6(11)7(2-5(4)10)14-3-8(12)13/h1-2H,3H2,(H,12,13)",-2.963,-4.426,-7.8073857460160445,3,253.93042705999997
C#Cc1ccccc1,"InChI=1S/C8H6/c1-2-8-6-4-3-5-7-8/h1,3-7H",-2.35,0.3139,-2.1863491942695155,0,102.046950192
COc1c(C(O)=O)c(Cl)ccc1Cl,"InChI=1S/C8H6Cl2O3/c1-13-7-5(10)3-2-4(9)6(7)8(11)12/h2-3H,1H3,(H,11,12)",-1.691,-4.4711,-9.601339377629447,2,219.969399412
OC(=O)COc1ccc(Cl)cc1Cl,"InChI=1S/C8H6Cl2O3/c9-5-1-2-7(6(10)3-5)13-4-8(11)12/h1-3H,4H2,(H,11,12)",-2.514,-4.0835,-7.952443875062303,3,219.96939941199997
O=Cc1cc2OCOc2cc1,"InChI=1S/C8H6O3/c9-4-6-1-2-7-8(3-6)11-5-10-7/h1-4H,5H2",-1.632,-2.0,-6.315943010751694,1,150.031694052
OC(=O)c1ccccc1C(O)=O,"InChI=1S/C8H6O4/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-4H,(H,9,10)(H,11,12)",-1.375,-6.1963,-12.381552081941404,2,166.026608672
c1cccc2[s]ccc21,InChI=1S/C8H6S/c1-2-4-8-7(3-1)5-6-9-8/h1-6H,-3.014,-0.6238,-2.5591417756776,0,134.019021192
c1cccc2[nH]ccc21,"InChI=1S/C8H7N/c1-2-4-8-7(3-1)5-6-9-8/h1-6,9H",-1.517,-1.9136,-6.354897588129375,0,117.057849224
S=C=NCc1ccccc1,"InChI=1S/C8H7NS/c10-7-9-6-8-4-2-1-3-5-8/h1-5H,6H2",-3.136,-1.8142,-4.014354029884388,2,149.029920224
C=Cc1ccccc1,"InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2",-2.526,0.8062,-1.276092408902241,1,104.062600256
COP(=S)(Oc1cc(Cl)c(Br)cc1Cl)OC,"InChI=1S/C8H8BrCl2O3PS/c1-12-15(16,13-2)14-8-4-6(10)5(9)3-7(8)11/h3-4H,1-2H3",-6.086,-3.8945,-2.829780745081276,4,363.84921920599993
COP(=S)(Oc1cc(Cl)c(I)cc1Cl)OC,"InChI=1S/C8H8Cl2IO3PS/c1-12-15(16,13-2)14-8-4-5(9)7(11)3-6(8)10/h3-4H,1-2H3",-6.616,-6.0835,-5.089418642618773,4,411.83535510599995
COc1cc(Cl)c(cc1Cl)OC,"InChI=1S/C8H8Cl2O2/c1-11-7-3-6(10)8(12-2)4-5(7)9/h3-4H,1-2H3",-4.413,-2.5229,-3.2403020605229895,2,205.990134856
COP(=S)(Oc1cc(Cl)c(Cl)cc1Cl)OC,"InChI=1S/C8H8Cl3O3PS/c1-12-15(16,13-2)14-8-4-6(10)5(9)3-7(8)11/h3-4H,1-2H3",-5.507,-4.1249,-3.932222525832845,4,319.89973478599995
C1OC1c1ccccc1,"InChI=1S/C8H8O/c1-2-4-7(5-3-1)8-6-9-8/h1-5,8H,6H2",-1.603,-0.5229,-4.343561070170592,1,120.057514876
CC(=O)c1ccccc1,"InChI=1S/C8H8O/c1-7(9)8-5-3-2-4-6-8/h2-6H,1H3",-1.292,-0.4012,-4.601396786869716,1,120.057514876
Cc1ccc(C=O)cc1,"InChI=1S/C8H8O/c1-7-2-4-8(6-9)5-3-7/h2-6H,1H3",-1.724,-0.6021,-4.286627457080135,1,120.057514876
COC(=O)c1ccccc1,"InChI=1S/C8H8O2/c1-10-8(9)7-5-3-2-4-6-7/h2-6H,1H3",-1.812,-0.4202,-3.9190106586802744,1,136.052429496
COc1ccc(C=O)cc1,"InChI=1S/C8H8O2/c1-10-8-4-2-7(6-9)3-5-8/h2-6H,1H3",-1.502,-1.4828,-5.788557963176939,2,136.052429496
Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)",-2.603,-4.2943,-8.118341340957459,1,136.052429496
Cc1cc(ccc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-3-2-4-7(5-6)8(9)10/h2-5H,1H3,(H,9,10)",-2.143,-3.6264,-7.835171528481244,1,136.052429496
Cc1ccccc1C(O)=O,"InChI=1S/C8H8O2/c1-6-4-2-3-5-7(6)8(9)10/h2-5H,1H3,(H,9,10)",-2.062,-3.1824,-7.34074804637991,1,136.052429496
OC(=O)Cc1ccccc1,"InChI=1S/C8H8O2/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)",-0.914,-2.4202,-7.866226226530583,2,136.052429496
COc1ccccc1C(O)=O,"InChI=1S/C8H8O3/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3,(H,9,10)",-1.483,-4.7989,-10.331124781788937,2,152.047344116
COC(=O)c1ccccc1O,"InChI=1S/C8H8O3/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5,9H,1H3",-1.313,-1.4647,-6.021331993730982,1,152.047344116
COc1cc(C=O)ccc1O,"InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3",-1.141,-3.9274,-9.609920281037818,2,152.047344116
CC(=O)C1C(=O)C=C(C)OC1=O,"InChI=1S/C8H8O4/c1-4-3-6(10)7(5(2)9)8(11)12-4/h3,7H,1-2H3",-1.226,-2.902,-8.097502004108563,1,168.042258736
COP(=S)(Oc1cc(Cl)c(cc1)[N+]([O-])=O)OC,"InChI=1S/C8H9ClNO5PS/c1-13-16(17,14-2)15-6-3-4-8(10(11)12)7(9)5-6/h3-5H,1-2H3",-3.872,-5.3979,-7.893058575283741,5,296.96275769799996
COP(=S)(Oc1ccc(cc1Cl)[N+]([O-])=O)OC,"InChI=1S/C8H9ClNO5PS/c1-13-16(17,14-2)15-8-4-3-6(10(11)12)5-7(8)9/h3-5H,1-2H3",-4.306,-5.4437,-7.364311479548926,5,296.96275769799996
CC(=O)Nc1ccccc1,"InChI=1S/C8H9NO/c1-7(10)9-8-5-3-2-4-6-8/h2-6H,1H3,(H,9,10)",-1.29,-3.699,-9.095883305431638,1,135.068413908
C1CCc2ccccc21,"InChI=1S/C9H10/c1-2-5-9-7-3-6-8(9)4-1/h1-2,4-5H,3,6-7H2",-3.035,0.1664,-1.4542483082379274,0,118.07825032
Cc1cc(C=C)ccc1,"InChI=1S/C9H10/c1-3-9-6-4-5-8(2)7-9/h3-7H,1H2,2H3",-3.123,0.2307,-1.2468083734609774,1,118.07825032
Cc1ccc(C=C)cc1,"InChI=1S/C9H10/c1-3-9-6-4-8(2)5-7-9/h3-7H,1H2,2H3",-3.123,0.2577,-1.2100330731393902,1,118.07825032
CC(=C)c1ccccc1,"InChI=1S/C9H10/c1-8(2)9-6-4-3-5-7-9/h3-7H,1H2,2H3",-3.008,0.2788,-1.3379293953689095,1,118.07825032
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,"InChI=1S/C9H10BrClN2O2/c1-13(15-2)9(14)12-6-3-4-7(10)8(11)5-6/h3-5H,1-2H3,(H,12,14)",-3.924,-6.4012,-9.188774989947646,2,291.96141733999997
CN(C)C(=O)Nc1cc(Cl)c(Cl)cc1,"InChI=1S/C9H10Cl2N2O/c1-13(2)9(14)12-6-3-4-7(10)8(11)5-6/h3-5H,1-2H3,(H,12,14)",-3.744,-7.1612,-10.46910026040289,1,232.0170183
CON(C)C(=O)Nc1cc(Cl)c(Cl)cc1,"InChI=1S/C9H10Cl2N2O2/c1-13(15-2)9(14)12-6-3-4-7(10)8(11)5-6/h3-5H,1-2H3,(H,12,14)",-3.521,-5.8447,-8.979700597378626,2,248.01193292
COP(=S)(Oc1ccc(cc1)C#N)OC,"InChI=1S/C9H10NO3PS/c1-11-14(15,12-2)13-9-5-3-8(7-10)4-6-9/h3-6H,1-2H3",-3.723,-3.1035,-4.970920452693659,4,243.01190081
